username,genres,main_genre,liked_track_ids,ambiances,discovery,updated_at,engine
yutux,r-n-b|rock|pop|chill|edm|alternative,pop,1HNkqx9Ahdgi1Ixy2xkKkL|5441DT9P5AL05PQSoNMNzS,🎉 Soirée,proche,2026-08-26T17:56:46,ai_v4
