recording_mbid,total_listen_count,total_user_count
f2a8a25e-d630-410e-a96b-fac782af1054,,
76f90287-ffbf-423b-b304-fc8f2a4912d3,2639.0,424.0
c121f43f-a6c2-4afe-b4b1-af6dcf02401d,,
1ed0802c-0816-45d4-9e0d-66eaf32aaf2c,246.0,72.0
df36d363-c015-4f25-a801-5934aaba6e51,13383.0,1647.0
7cbe1c28-46a2-414d-8f69-c16a8156faf4,1900.0,390.0
29609550-92f1-4408-8c09-dd1f45b05bd5,179.0,56.0
1e0bbe02-154b-4de4-9f0a-bfdb045b608b,2110.0,331.0
c61c260d-c1ba-42ac-9668-be344293e737,56.0,30.0
4fd48087-4845-4cfb-a3bf-d79dc0d1e7ff,995.0,126.0
d03e8a34-90f1-4abc-a028-aaef36a6f5ee,1962.0,441.0
d101966e-56b0-4098-b682-ec7f40d1153a,723.0,179.0
7480a45f-9d1a-452c-9081-4ff63bd3a30d,816.0,192.0
8a780338-14f5-4916-917b-9257e8496b6f,1559.0,378.0
74d01889-79a2-480d-8d86-661c6d27d4da,2884.0,391.0
2551d794-dab6-4ede-954d-b1712a1a4699,3213.0,356.0
9febd2e5-f50d-4b9e-8733-652e4ebff085,19.0,8.0
2965f26f-b31a-4878-9db2-bbdb4b49749a,2220.0,292.0
24c8ce7d-2de8-4f05-abb1-14aeb16c7069,7.0,3.0
6112c10c-8f79-46a1-9f8d-686b2078851d,1073.0,98.0
bc06db07-d5dc-4e8b-9571-0f880e947d17,5029.0,723.0
6ce8ca36-9932-4bef-ac2d-79f64078009d,2899.0,449.0
bdd20841-e330-4d0a-b389-532547036966,563.0,134.0
08d1b4c1-95c2-4b97-9f17-7eb691f243ff,898.0,163.0
c25ad55d-9392-4b94-baff-35e0bfd148fd,820.0,117.0
e5f2b5d2-bddb-4022-bd97-d58e526a25a5,7005.0,770.0
ec854811-b2ed-46d3-9cd9-56f9e70792ea,332.0,88.0
573d5d6f-983d-40ba-a8f4-fd6841e3ebbe,32.0,9.0
92a809af-bc28-4c69-b9a4-bca539511621,1502.0,351.0
64ad7535-a9ae-49a4-af30-3b6c221dbf98,2998.0,200.0
c31af5a3-4878-4ebf-990e-183b164ec8f3,602.0,170.0
e869ba50-ff40-4b41-9735-7b59b6725044,219.0,86.0
b6c6b57a-3a4f-4d04-8aa8-fe2fd8ae124f,1165.0,166.0
491d3a8c-8d87-4437-a80f-ae5ed5aeba14,3498.0,523.0
06786a4c-965d-446a-ba38-910700ee005c,824.0,179.0
55709c17-1d75-43b8-bc8c-a3ac00a5e851,5330.0,894.0
310c1d13-3d0d-4357-bef3-9366aa577029,46.0,17.0
5fc59f1f-c96e-494c-9525-292110deafdc,6202.0,999.0
5a258f1f-2091-4a68-92c8-8d394552a48c,1091.0,195.0
02ff6a9e-c72b-440f-9829-80ad468da7a2,567.0,122.0
2a5cc7a7-909c-475d-80af-a0aa87e750a2,629.0,75.0
1bd6ac77-2267-4b9e-9c25-7b3dce5775c4,8857.0,1190.0
5d0a36cc-e318-4453-8634-3d6a1afa3c1e,2393.0,737.0
da764f58-3245-4428-9631-b819b59ac979,3966.0,452.0
c3f2cca5-1a93-4265-bfac-4112209656e5,14145.0,1937.0
9aab714e-0824-4113-9836-b4454e7f1af0,1309.0,195.0
432fb877-9bd9-415e-9461-7e70da3afa66,7323.0,1514.0
43af4346-c2a1-4a60-91df-7b8b4a6e97ab,4621.0,430.0
9b5be13b-a2c2-4256-8eb7-30e8f595152f,2120.0,312.0
7a8e2974-6a0b-4ad1-9020-a9b6f483513b,1094.0,191.0
81307449-9df9-4dc6-906d-107a32c8df98,1911.0,233.0
5f9024e0-8114-455a-953a-42f2f6131775,1222.0,158.0
09666e2a-8811-410c-bd1b-519fd8643a6c,7453.0,1309.0
cfb40382-364e-44c6-aa7a-eba79b67a20c,1951.0,340.0
51ee4801-ab6c-4aad-a1b4-624c09d9358b,1682.0,175.0
5bf9210f-cd09-49bf-8a94-ef6aa7fad8a6,1867.0,298.0
b08a742e-1d23-46ea-a5c1-082eead418e9,1.0,1.0
166f2689-ff2d-4df0-b013-b526fe5db1e9,842.0,154.0
936a277e-874b-4bfc-81cc-c363579b4a20,1254.0,215.0
d38a86a9-92a3-404e-9d09-646607720bdf,1248.0,389.0
c86e8a2a-b60d-441f-a021-dbc70226f4ed,54683.0,9354.0
b7ba2516-9749-4a4a-86c4-3ba481932d95,2672.0,363.0
d2332ed1-2fc8-480a-a296-6462fccb932d,474.0,156.0
5e0a78c2-c74e-4fed-8495-d3fe9ec1d47e,3995.0,376.0
5d434010-754b-4774-925b-953ea6fcc92f,3226.0,316.0
e8136bd7-bd24-42e4-9313-5c9dd2003d3d,7315.0,847.0
5d2a4197-a57b-4dc4-bd27-5e9eb6e2bec1,662.0,77.0
bd76f11f-fe09-4a26-93de-73f77e58695b,4091.0,651.0
06d18e8e-3b82-4140-b755-9ee97a9faeed,110.0,50.0
b146e302-d6f9-4f92-8144-9d2dfc1d4f42,552.0,82.0
15255d18-92e7-4089-8415-6fd59dee1729,34.0,10.0
c95dfcb5-0959-4a51-b0d2-0fee0235cb29,510.0,162.0
23a21329-6b14-44f4-be60-9197242d7537,804.0,166.0
21b6093c-1804-4881-a450-e539c5876743,3428.0,360.0
c6085e24-974f-423e-ac26-20e1d65c15ff,533.0,108.0
5d273ba0-42db-4be5-857e-902f9884459b,12754.0,1284.0
b1bf4043-a87a-4205-835f-292beb03d3e1,6678.0,1341.0
4f05ef94-66b8-4777-8ed2-bf8db56da9f3,2544.0,249.0
575c2a11-1b5f-4477-9787-ff627670be68,1856.0,236.0
5a98ec53-7e83-452f-bd38-babf8b7ea923,163.0,76.0
e84f77e2-4be8-4806-8a12-2e765c5815dd,,
c07043c0-2f17-42c9-8314-6305b9185e8f,1659.0,242.0
e3abfdfd-db21-4163-aa5a-96ecf5999b71,25151.0,2929.0
e711f16a-89ee-45bb-a399-d5931580b60c,3.0,3.0
48cdc86c-e721-4cb2-a8b7-e1cf7f1b6b99,1302.0,113.0
63812e1e-b0bb-42e6-9bc7-d9c3a7196f08,6.0,4.0
69ce5abc-5c42-4a6c-b44a-aa9c2032fc2d,307.0,90.0
4986badb-0597-4b38-97ba-c433cd17a27f,694.0,247.0
fa567e55-668e-45ee-a642-db81b6290ff9,1236.0,276.0
5fb7f912-5a1d-41b2-90e9-3b479f441975,603.0,160.0
2d3e1554-779a-4b22-b448-21c02be45d6e,2653.0,547.0
0596fca6-9fd1-463a-af4f-e34f247e72d3,122.0,58.0
48804742-17ed-4567-a26e-d70c617f604d,2188.0,316.0
94dd8aa9-e4b5-4acd-9793-78d99f41f4b5,2555.0,249.0
eed6cdd5-5516-47d9-9b60-e26baf82ab1a,,
675ec5aa-29ca-49a5-97e9-9ac37f6d8dcb,32405.0,6539.0
9f14d586-1363-42d4-ae41-d924dfad79a8,9494.0,1641.0
a92a0a3d-25be-43d1-bcb5-dd08c4e3bfd8,1473.0,282.0
fd34b7b8-89d1-4e35-9c8e-2c5ae3ac3bd8,1267.0,392.0
55592ab6-f69f-4f8c-89f9-9e5b7c4e32be,406.0,118.0
83c9f619-efd3-4faa-94f1-1cb9c6577c05,2725.0,437.0
4446c8e2-4130-41da-ac0e-9016d65657e9,4.0,1.0
01a0148d-5c2f-4086-8d98-40f8e6fac6b7,932.0,143.0
8d0f637c-43ed-417d-92aa-e8383d942841,14478.0,2245.0
453a7220-7ce9-49bd-8c6b-dda7b00b9a7b,1895.0,217.0
640886b7-f9d7-4b03-9d55-1938e03b7ebb,1156.0,169.0
8a5ebe33-74f1-4907-a151-352fd59ad403,705.0,149.0
59a8979e-b44e-492c-a7c5-a792bd03732f,670.0,129.0
b3261f77-eebe-4f22-af67-7e8721c48df1,590.0,146.0
1a36ad56-070e-4ac7-9336-f54f3fce214d,1971.0,496.0
e2f9ba77-6593-4933-b7f1-70b2db6c85b2,823.0,141.0
d0daab6d-fbcb-45be-8d2f-632e97648346,428.0,84.0
690c90c8-70f7-4cf4-84f6-aed4150eb75c,260.0,74.0
40a7cad2-2631-49f2-9c0b-a503798a6994,18.0,10.0
e0b063f2-e6d4-4b6e-89f1-c769bd7587d0,6252.0,840.0
aeb4dcfd-4a6b-4b3a-936c-9beeb543e30e,1158.0,161.0
b9c2e483-6cea-45c4-b1b2-dfa95d4f813e,26.0,13.0
6d575776-3a3d-4248-91e0-8dbbcce86b0c,2265.0,378.0
16951f6b-8ca4-4be5-beb4-deba2029c481,272.0,65.0
eb099cad-abcf-4823-a7b1-3eb88093c903,488.0,88.0
24348a71-a263-43c2-9fed-a3bce501d8e7,4518.0,769.0
19674e2f-45b5-4c3b-a4c5-332f0536cf41,,
46743844-8f8b-48c8-b027-dc7e912d295b,1330.0,299.0
4e8b8022-7ba6-4f06-be80-35ca8df3ea1b,15814.0,2724.0
2e606b2c-1861-4253-8075-5ca71ebad941,4227.0,588.0
7e49e9dc-0bf8-450b-8081-f822cf188eb8,1068.0,166.0
a62e18f2-83db-4b3e-a562-5cdea164da0f,,
9b4974de-06cd-4d9d-9d9d-69b5e474ef1e,762.0,195.0
6084cae0-acc9-4e67-92b9-28f348d39b7c,441.0,87.0
0806b163-1445-435a-8e01-c54d5495335c,16.0,8.0
4097bffa-592a-45d4-8e8f-910109511fec,4738.0,691.0
c1a38b6d-8acd-4d04-94cb-aa273bc6d1c3,429.0,55.0
43df18e8-df76-4b08-a651-fa268fc7f17d,413.0,140.0
486961c0-45ee-43be-872d-cca32489660c,1285.0,192.0
6391a895-eb5e-4dbb-9330-baa510ee1ef2,8619.0,1168.0
47ba2afc-c854-4857-a74d-5b67a148ba14,,
6e678167-16be-4749-a366-be09a75b372c,1091.0,298.0
12d88e50-4b14-44a1-89c1-0e8abba0249d,4.0,3.0
8cdce75c-79a0-45dd-94f9-91d8ebc3a565,2556.0,260.0
abab4e48-c8cd-4394-80e0-f6c16a10d252,1276.0,185.0
2200a661-70d4-432f-ae93-21f8a36ece97,1214.0,415.0
3284b8b5-dd19-4952-bb13-214c21024ab4,3226.0,474.0
eece68ef-b350-4c9e-ba98-3f48e501d057,3326.0,365.0
ecabb381-e536-445c-954a-5cb7d3978822,,
40823f67-4feb-407e-9eaf-5c628e8eb403,3516.0,634.0
bdb29b4b-6dc5-4eb8-81db-67673df9d85d,3.0,1.0
554dcb18-adab-482f-98c9-a614d882162e,10886.0,2074.0
59d9f988-e78d-4e01-887c-eabf927c5b99,196.0,39.0
9c0bf375-49ed-490d-acc4-ac659ff852bf,15.0,6.0
7e9f858f-29ce-4adf-8c50-e0bb6a6dd672,49305.0,10361.0
1de2f565-e170-49af-b635-5b458b0711ea,289.0,61.0
6c8c650d-626e-45b3-b121-bfe36cf7f1ea,198.0,70.0
5979a757-8303-42fd-8ed0-319e013be79d,118.0,50.0
a9c261e2-253a-4166-85d4-1a6dc03e7c20,306.0,120.0
f0450446-6aa2-4f7e-90e2-ddbfdd71f5cb,1336.0,480.0
6b4703c3-68af-4350-a670-ce2b09e27afc,568.0,195.0
01a4676f-c6f2-46e3-9ace-1f854aa6453f,413.0,130.0
1a431b75-7df6-406d-9c63-f459117630e2,630.0,202.0
2d49a65e-6b01-4585-9389-e10e060c2c4a,316.0,101.0
de73c50f-82ce-477f-8ffa-4cbb273a423a,1416.0,227.0
1ffe4fdd-4ae1-4be1-a1cb-aaf845b133cd,1290.0,193.0
6917cad1-50e4-43ca-a237-cf080c072690,800.0,133.0
06eb5da6-1083-4e98-90aa-11257a0fb88a,1057.0,146.0
0a2af2fa-0658-402a-b154-504c89fb636d,427.0,46.0
1599c00c-0bbb-42c3-baac-e5815ad6a7c2,1100.0,266.0
0e8f7d87-d9a9-4053-9915-655b61f3ccdc,3566.0,428.0
0f9d8007-823e-483f-987d-0e70a544a1ec,5111.0,866.0
0f62ec8b-3ebd-41f2-bc97-24a1950f494a,29.0,3.0
a7d2252e-3d29-4567-bdad-4ac71bc24888,1922.0,359.0
e71a0795-928a-4491-a571-8d7ebe641d1f,460.0,68.0
55c96a1e-359e-444d-9ce8-dee36338eae3,,
537a0a80-1496-47e5-beb5-6114b0fac047,965.0,187.0
ceaa4424-65fe-4a21-8057-69c50c2642d3,204.0,77.0
4dfb5c90-91b6-47a6-b9db-d303dbf543a1,512.0,142.0
e5430592-6379-4327-94fb-96e891a6970b,130.0,62.0
99ffb4df-a16f-4c6e-abbd-36d6639e1530,72.0,10.0
4f62e347-907b-46ff-b804-771697844d5b,360.0,141.0
8c50e6a4-dbdd-4c3f-b6f1-e758df766f15,138.0,53.0
1e7e63b4-22f4-43d4-b27b-7d71644fb59a,9574.0,1609.0
f73e06d6-dfd2-46c5-9801-80902fb5eda6,880.0,217.0
d8c02f10-5379-4ae3-9338-fa10ff8b9767,608.0,205.0
30817235-052b-4816-848d-9694b04e5616,38.0,26.0
e4aeec29-b3cb-4151-a796-b7dc8d1e9d62,941.0,289.0
228876a9-ea6c-4e31-b796-533d6559c177,,
0a4b07d9-e392-4ca0-a3ce-529e305d9857,3728.0,808.0
b2b68667-45ed-4380-9314-f90672338086,6790.0,846.0
e582d086-3caa-484d-bad3-d0bea60f27c9,8285.0,1186.0
f8bc60bb-5d50-4b5a-a5b1-b5d4841f40e9,1593.0,263.0
6882f3f1-bc92-4d95-b400-02cd3c4740d7,2742.0,485.0
b16ae6e7-ba40-4cdd-bc5e-644b86a070fa,,
1a3da250-aeaf-459e-bd7c-300eba89336e,53.0,6.0
818dbc3b-0d63-4c82-9b9b-e24d7d10bd95,914.0,232.0
77dca98f-6002-4833-bd18-d9c94e939b27,1805.0,293.0
8b233d80-d09a-4269-8735-5ebe9bc3bfe9,1804.0,335.0
cc4871c4-7ddf-419e-850c-3f8955f64822,307.0,54.0
bef71c86-8a3e-4c0c-98ad-32842bce7a3b,1001.0,188.0
46d4e632-70fb-4539-ae45-086063d53be9,12370.0,1613.0
0e6fed72-243b-4c49-880c-4f6b53132a8a,9295.0,1550.0
0f212cb7-a159-4eba-a53f-36b139877b6b,4543.0,794.0
945b7ac4-bce5-4a4d-a3c2-170dc09cb11f,255.0,56.0
d941a06a-5ee7-492b-a491-4e4b62e5d035,287.0,74.0
c6dd6c5e-fa76-4b2b-adfd-f070abac3854,2581.0,836.0
dc7bb906-d3f2-4767-b16f-797966f8b13d,618.0,141.0
7f78789c-42a1-45a1-ad28-340859d97538,957.0,241.0
55d75e75-3248-4ec7-b881-d2703fb59861,924.0,189.0
778bd25e-540c-4c65-aec9-bfdfb61468ad,2195.0,548.0
eae19279-afa2-4016-9c73-7b86309c9105,2810.0,521.0
fa566314-4208-49dc-91c1-9aaf7d128e3f,496.0,124.0
0ee92a01-5fba-4dc9-a9d6-36ff226218db,277.0,21.0
47ad5e1b-55b1-40ab-9c55-255cf09b1e36,382.0,60.0
bd722d71-d5ba-4940-90ab-5c2d37ee299f,284.0,87.0
cc28588d-9167-482b-9813-f62cb9418fc5,2421.0,357.0
dd722334-10c5-43d4-a03e-2c300c4807ee,903.0,223.0
c462dd2c-0d29-4c62-8739-380ff9269c8e,170.0,49.0
ce5bbf4b-4aac-414b-b7bd-79fe7121ca62,3801.0,350.0
46281617-d76a-41a0-a3d3-6832dce787e0,118.0,71.0
7d2606cb-cebf-4cba-8590-62bb73f7befc,5515.0,1326.0
5c38a2bd-c81c-47a9-b9f5-bcb9b2895dd2,2.0,1.0
e48d084c-3ba2-48e1-9427-233865857f8f,838.0,161.0
503d4bab-4d46-4360-8a25-7061e33eda67,263.0,80.0
999a4cf7-a0f3-4cee-b0d6-1b61f35f9c02,1.0,1.0
bc7bcdd1-d931-452f-91f2-8d1cbbdcabe7,7385.0,1416.0
9b0d53cf-7567-4512-a575-fbe0f0b832d0,504.0,126.0
e9d113b9-14ad-4727-a1e8-ce432c0386fe,1336.0,138.0
2bcdb25b-3113-4b85-89be-d631ee99850b,234.0,59.0
6dee4fc0-a8ae-4aca-9aca-78f82c290ca2,133.0,33.0
221d1bd1-2042-4239-a9af-e6759eec897c,756.0,257.0
c41914c5-3a9d-4277-8b73-78de6e97570a,143.0,58.0
39c7894c-3b0f-4930-81b7-41974d567052,899.0,168.0
096a40c2-a1d3-4806-acc3-4bd2d67417a2,3459.0,462.0
b97a09c0-4a07-471b-845a-52d864e7d464,2558.0,538.0
f654d7b8-886b-4bee-8429-2857af7b444a,412.0,93.0
70738847-0b5e-47e6-85c8-5dbef9f1d4d8,566.0,83.0
20b5e0e8-e54a-4fc6-a766-8888212ae590,377.0,109.0
0f01a657-00f7-4e1a-9fac-a53c427c11c0,30.0,1.0
4660226f-d5b3-4a93-8370-15b111880b11,2.0,2.0
45bc624d-8924-466e-92dc-faf0a5442e6e,133.0,34.0
aaa875fa-b64d-4d55-986e-9397e22520a0,242.0,81.0
cbf0b403-bdce-45ce-86b5-67a0e78fac9c,12995.0,1473.0
441723bb-1ccb-4b3e-adff-02abf74ba197,157.0,57.0
7466c2dd-f2b5-4fa3-939e-5793731934f2,2023.0,230.0
ec91d869-e669-4e8e-8356-85ce9a3714f0,1011.0,173.0
03aa51e9-4534-4624-bdcd-fa63e9acbda7,3546.0,441.0
c69435b7-cddd-4f77-8066-3d90459dbbb1,511.0,104.0
2037a71b-e51c-4fc0-8b25-1eab69f641de,2117.0,779.0
de65c438-9b2b-4f1e-ab8e-5b48f5da7090,1740.0,593.0
bc143070-fe61-45ff-b2cd-44f618059afc,1987.0,250.0
a60ed6f0-5fc3-42e2-895f-24293b198d07,3465.0,410.0
99870694-d315-4e8c-a9a4-7ec7dae41d66,804.0,184.0
6dae9a32-76b5-4a74-b768-250daba40944,538.0,112.0
52416300-f3f8-41c1-b774-779fcdcfbd2d,,
3c0a0df7-56a4-413e-96b5-76e760ca5a75,34.0,11.0
6d2d3e5b-0d0a-4daf-82aa-09f6544260e5,642.0,191.0
24f0236e-9c01-401e-b28f-0b5edf861c1d,1672.0,246.0
8358cb63-13d7-4453-b6ad-632ea57b3e14,1134.0,135.0
6c3e39e6-33bf-4c56-8d61-64c72a91b4bc,2535.0,382.0
266e50b8-9f33-456e-8349-392213967b24,379.0,121.0
ff904112-0e99-4098-ab88-bcb678a57877,182.0,19.0
ba9606ee-46e6-4e80-b773-bfbef0ff977c,2893.0,592.0
14cd4910-a5d9-4f6c-8c85-f112094b308e,6707.0,1260.0
9a40e5bb-9766-410d-ade8-c5c21ace5023,204.0,55.0
fdb0e7b3-9ddb-4dc1-93d2-e8af4b06b5c5,286.0,38.0
1e2c687e-d3f3-4785-b101-27c0440cd121,84.0,39.0
bf756df3-16ee-460f-a1ac-63545ae74471,6064.0,858.0
9e5b2e1f-9bb1-413a-964c-0f8501d4aaf0,4620.0,871.0
0864322e-1a7f-40a0-9282-4474475cf354,20831.0,3048.0
81a6f7d3-e29f-413c-915f-0015814f8e31,386.0,101.0
25d503ed-8d08-452b-b991-eacf97e7378e,80.0,44.0
8a7e36a5-3ac4-4c3c-bb3b-6b73b1a0a6f1,55.0,37.0
302a44f8-a3b3-47f6-ad85-c94430db4132,814.0,245.0
98547c0e-3d80-45e9-af38-dae697f4964a,454.0,115.0
bba020b5-b3be-4063-9242-92cf144465df,261.0,91.0
02bf8b8c-bf0b-4d89-bcea-d3bfb07d2692,232.0,61.0
b9c4f57a-1f3f-41f8-9fdd-e795abed6464,1.0,1.0
50500f50-2e18-4000-a5c2-30e3e3250fe8,440.0,135.0
b2b8ae11-94e8-425c-9409-8e1d340c2d00,491.0,175.0
548a0b79-adb1-4d84-9ab0-6e8f6b2a604f,1044.0,145.0
cc5e3d99-ef21-47e9-9742-6245b81bcf93,12649.0,1492.0
222039c7-6c69-4240-98e4-274f8b5a3adf,1979.0,339.0
41a77623-2d6c-4b3a-8e67-5666c7ff482c,2233.0,382.0
58ca8c14-fff5-44fb-8ecd-36704bb1c256,165.0,19.0
9fee113e-f811-4029-82c2-1cc416895766,640.0,115.0
e656ffd1-6409-4eab-9158-9167fdf91226,106.0,30.0
9bcd4c59-c401-41a2-b52d-76d58f2f3aa0,910.0,192.0
7b36419f-9db1-44f5-aa8d-af5c5b8545fd,16109.0,2274.0
648ac152-69a3-44f8-8625-71814c799e31,2891.0,447.0
17819800-58fc-4956-9b85-42449507ecdf,33329.0,3887.0
aa833bc1-b280-49b2-b32d-7bc83aead265,12628.0,1240.0
b97d3ac4-da93-4a4b-8a1a-0592c15e1571,2492.0,314.0
f9afa9cb-15e2-499b-8487-f40a31ca7328,1638.0,277.0
2c521fce-8682-44fd-88c6-9d0454145ba3,,
2be9b01c-6892-4085-ac67-bcc2d503d664,116.0,69.0
9bf89e93-6a90-43ee-813a-a8952c626f2c,,
a6bb3611-497a-45a6-902c-3917e88ec12b,1221.0,174.0
93baeaf1-80d6-4295-b2af-b6245a8efe2a,147.0,37.0
f3f3476a-08ee-4012-90af-4ad3fea2f38c,77.0,25.0
3180f3ed-8a3f-4339-8110-31c804782150,348.0,75.0
d87cac08-6a69-441a-b380-dc1ef0693703,628.0,196.0
9424b56e-dd90-4a08-9735-e627ce5e7d2d,3688.0,1021.0
99382fab-f85e-481e-b174-a4a6c8e2742d,3776.0,967.0
0a0cd228-6dd5-4f03-8090-63761d88141d,124.0,57.0
5aac74fd-a32a-4346-87de-4e5745dfdf04,809.0,240.0
33e4a24b-9475-41eb-a41c-3300e35ab62b,511.0,174.0
36cc7332-c0c9-4005-8150-d352a66d6db8,2634.0,513.0
92b087ad-e2e5-4f43-917d-47ca757c898b,3007.0,464.0
3dc571d1-9e36-4e38-845e-6fc6a581c3c0,4220.0,578.0
bb96c564-c94e-47a5-929c-9436b123aa03,413.0,52.0
6314aa9e-75f7-49ea-9f76-e44625d4760e,783.0,222.0
aa6a2582-b3f2-44ca-b31d-76259223c96d,54698.0,8600.0
45b42773-7953-40b1-80b9-12a96abe7ba0,5.0,2.0
53b571e0-02d0-4397-8d89-04bb3da21e42,4149.0,1078.0
f771de4e-7e56-4354-90cb-908445da4454,932.0,216.0
5ef90365-0f0f-44a2-99b4-c06abfcd4591,9017.0,1345.0
6a3b37b0-501e-4c79-89b9-ccab05097fb3,14473.0,2357.0
1b751a6d-54de-4c74-bb30-509351512c7e,2837.0,434.0
76ec64af-dadf-46f9-bd06-2bcf61f457f4,231.0,72.0
83ecaa26-c595-4e62-9c9c-03f32de46641,4241.0,1098.0
430fe070-1f0c-4669-b400-563f14aa2ff6,47.0,18.0
e92d2e8c-a61f-437c-9819-94b5a96ee700,1452.0,385.0
45dbebae-80a8-43f6-b4bf-6b1e709d2f38,9279.0,1164.0
8b0fbf1f-736f-4b38-992f-58e70a491a11,800.0,182.0
c785ea4c-12a2-4257-842f-fb2b83ea7eee,241.0,55.0
27ae2417-57ae-4cc8-a315-696ad71d8104,1999.0,709.0
1c30dd43-37b8-4cfe-8884-57ad6b511329,6498.0,1489.0
077e30f4-92ae-4eb4-ae37-928784a883e4,1743.0,494.0
33f08835-5be8-43b9-8788-16a908d6d368,381.0,131.0
f5a250b7-ac2d-4249-85c5-ae9e73df6830,360.0,143.0
822bc5f0-5311-4a79-a90d-d77028ea2b8d,561.0,137.0
708b48e2-19f6-4d64-aa09-eac5695abceb,311.0,111.0
e319f525-188a-4444-9ef1-ea5439f19175,143.0,52.0
64b3078f-89cd-4ad5-bc7a-b43af082b00f,39256.0,6422.0
1185f6d0-5f4f-4346-9849-fd1430496d38,189.0,30.0
f532332c-9a4d-435f-bf27-732948b392c8,14845.0,1569.0
79af5db3-a91a-465d-b14c-1d697fe57e02,778.0,105.0
1cd2c2d5-5cb3-4f08-a9e7-8fc704d7fb6b,9868.0,1239.0
c3f6e142-6320-486d-8cb9-e1bfb3afd22c,1070.0,216.0
ad30cf80-94e8-43ce-ab9b-1a997beaac19,184.0,19.0
a07de60c-bc9d-4944-9139-83b737ba3cf1,311.0,73.0
e99eba90-951f-41aa-a234-133bdeb9b556,472.0,79.0
d09436c1-519e-42e6-a1e2-01718dcf6d32,382.0,61.0
f8989bbe-435d-472f-ab37-8cbe66cc7dbf,6312.0,1278.0
9a411637-5047-41a2-939a-9f09531d3d6d,48.0,14.0
37f4d953-576f-4307-b64a-9e3d94b70ffc,68.0,35.0
76dc8fd8-68ee-4925-b625-93ba753e3f27,16.0,7.0
82ae6ca9-279f-4657-877f-c7013d281553,2762.0,235.0
098ccd9b-7c0a-4854-9465-c65271668da8,4283.0,666.0
acb238d4-5ef1-4fbf-a068-7f1ad13fcd1e,996.0,176.0
b1117b36-39a6-4cea-8d0a-6d2db1894f3a,230.0,54.0
c1cfcb66-9afc-4f18-b530-45f856603617,64.0,16.0
9be090c4-8b73-492d-b9ae-c5fe4b32f1f2,,
e8d7ff2d-59f5-4797-aba6-ccb2883a7a36,5374.0,1572.0
c9a7dbc4-68ac-4585-8a31-6a19f16b2d1e,,
28ce7e9b-1745-4ec4-b53b-948fbe4f1d16,543.0,157.0
ee0e92f6-5659-49a7-a831-9c670b5a1c99,12.0,7.0
c01388ac-9276-4f5d-bf9e-2ce3cee8e597,297.0,121.0
6d82409c-5d42-4d8a-972d-1345c579b08d,567326.0,37096.0
35e49fdc-f59d-4d5b-80f4-e9a303e8b661,73.0,15.0
5b7beb39-6ebe-4ba4-9bd3-733f15d699af,,
44b25bb1-4383-482e-a7b6-a66ea08b2db3,,
489bdcae-488f-4d34-b7f6-c92f8a4cef91,81.0,34.0
14f0c0f6-49bb-4bdf-a2c0-62da8e855cb4,103.0,41.0
dd52cb66-dea8-453e-9361-70beedb17a20,68.0,15.0
6ebe2578-1a31-4931-b378-329a56db9eae,,
5bcdf5ca-a09e-4f21-ac89-5c1552ce2b71,33.0,17.0
9482be40-d04a-44ef-a747-5aded32cd658,84.0,13.0
03fbc60e-5310-4f39-b124-7cafb7ad8832,51.0,34.0
90fd5376-19d6-4214-8c37-43a52068a341,,
fefcfbba-2508-472f-98b5-e281b7468d92,300.0,84.0
9fbfaeca-c61e-462e-b00d-5dcdf75a46db,4.0,2.0
5f65b4bb-a610-4e01-b066-4ae0700957f1,48.0,28.0
b512c245-a62f-4443-9c0b-4792b3340eb5,1908.0,607.0
6b1a92f1-9dee-4018-8977-a2925e345949,20.0,5.0
c6bba18b-4179-4595-a906-6bc67b8b9c93,134.0,80.0
05ff146d-4eca-4657-a44a-1ef1d06b53da,5.0,4.0
35cd665c-b740-4d0c-a847-eda0e24934c9,1034.0,318.0
1997546a-7e37-4c64-8f98-492f8a96d4a4,,
25d49c18-bb4f-47e0-943e-22c42b30ae1c,12.0,7.0
1c599f76-9eae-47b6-8cea-db6c6f3082d1,81.0,17.0
e842a9fb-9fc3-4d5a-9d21-a6579b183df4,14.0,3.0
d58f71db-7650-47a9-a9bf-11bdf90494c0,352028.0,42296.0
52a929e9-88f0-46ff-8825-3c8edb1ab413,56.0,30.0
26f1c1ca-3c54-49e9-920f-eced6c727d8f,224.0,74.0
322d1cde-698f-425c-b935-abcb07a63e04,23.0,15.0
918ebd8c-6088-4d47-acdb-edef18009813,4.0,4.0
e9c7f047-2374-4fb6-8af1-7db4b0673baa,14.0,3.0
3ca14272-cd02-41bd-b686-e054586f526a,5.0,1.0
98197fff-4f61-48fa-853c-71d011389efe,,
9faa29b9-9df8-4dea-b257-4fbc56f9e712,781.0,220.0
ca376c01-a038-42cb-90e2-2a2110e85ae9,71.0,36.0
8e10415e-e306-4f7f-bf96-b5fd9f9729c7,143.0,71.0
06ff6a00-2813-4217-ad6c-31091188e3f8,296.0,98.0
de654c65-970f-4edc-8bb4-11f0ca637752,2.0,2.0
5a26c602-6b18-4489-ab87-497a29be4502,32.0,4.0
cb85ddd9-d059-4c08-8473-fba47a7b747a,8.0,4.0
b5d7c9bc-db0e-4da0-8292-84ac9edecfaf,14403.0,2862.0
84fb2ef4-8cfe-4003-ac96-2ba2137a828b,159193.0,16289.0
8b2b8845-76c7-4771-83c5-cae688e93a38,8.0,1.0
