artist_mbid,total_listen_count,total_user_count
98efb481-2fcc-4c52-a2e3-2136e4491294,20146,4784
4e22c2ae-a69e-46fa-8c95-16e60c11dd00,6071,282
70ac2314-d7d8-4435-b56c-9bad9a516642,161227,22586
d34206ae-a96c-45bf-ad3c-4d6ef616eeef,43600,7063
4d278397-9843-4e4d-abc3-afcbf64a992f,37403,591
650726c6-cda9-4fc6-aac5-291e8628dfdf,9926,327
64665bd1-fe53-4507-b998-0c0d49910f25,2407,263
7a8dbe84-f4c0-4457-bfa3-edced1f8cde0,1790055,76051
96351496-268f-4ef2-8f7d-768cffdef190,228704,3694
77b58baf-ad0e-4729-8890-16c894026716,10001,474
486b0c25-8e6e-44c4-9769-6badf83c3b12,61162,846
5e2c3b33-b734-41ba-ac71-2148338840f6,488881,12037
a7364f0f-6fe5-4ad3-9ca7-a42a7772a73f,92342,2304
cda86e8a-a26a-4b3a-959c-bc9f8a88a1c1,769059,15974
8211324a-2be4-4ffb-b5fd-17d79224d9d4,1018,66
1d837cb0-b75f-45de-9db4-8e824edf89bc,11886,562
7daa3a8a-4a70-4d7b-9a81-5ab541d80305,1065,28
79c408c0-cd81-44d6-9bc1-2e96222933ec,6489,1201
446ac261-09ae-43f4-a7e1-2c753c0813ce,826626,22633
583aec45-62fc-4972-8da2-f09aacc70fc5,1835062,12925
68fc9097-a2c9-4b49-94e2-009047a67a98,223452,8063
6441c1a7-9e00-4e95-9587-f33baf16a44d,15133,747
c702eacf-758a-4f51-9c5a-cf98d69fc329,20974,636
e5e03fa4-7899-4296-baec-4400a11f2bab,58975,2514
47685be0-926f-4be9-b1ae-e32da47a3b99,4621118,28345
7e2214a7-d436-4b75-a48c-2d625be0c045,1679,148
dc06730e-7330-40a8-9c84-4fe3b10c9250,481916,13052
dd8bf94e-0bb9-4f9b-9d8a-f3b8a40b62e2,26187,1085
d45a667c-773b-43b6-b55a-fda29d766992,12467,600
fd528391-c292-4840-a3d7-09588bf4c307,8451,246
4b0e5ec8-7af2-4d4b-9923-36b0dd53d670,16042,816
cd12e3e3-979c-4392-ae69-6ad02985d886,228,11
3c069548-19af-4b76-b8e7-4fb438c9e8fd,23715,725
05e444d5-643a-47bf-8804-82bb9e47050b,3230,174
3ee75a28-8740-4d97-80d6-fe4305f5083e,196027,7742
ff496db5-36f6-49a9-aa20-f0ee333f4a22,1802,67
8acbd893-2dbc-449d-a624-9366e48bfac4,119438,5061
8e003cb0-0600-4175-9e16-84e17431e0ef,3555,157
06f5284d-028d-43a8-b10e-063b5791f3cf,19821,473
cdac8d31-3e08-44d7-9620-aa209ecf0c10,2752436,15442
7f6d9e71-feed-4f33-aeaa-f727b952622b,29487,2607
e3803c76-102d-4279-bc19-ffdc8a840385,10670,447
a021225f-6b8b-47ee-bdfe-67d97447348e,25463,1304
c4efd92a-5692-41d5-91bb-b23d4b75e735,1868678,23330
639213c7-d64a-4868-a28e-5b4ade7bf75e,369995,6032
3a4be717-ade6-499d-a553-ddd7ab70b28b,482637,8509
e3e087e8-517b-458a-a78a-bd2256a41cfa,58755,1574
9f2c381d-aee1-4c64-ab3f-48e330d1b8d5,147215,3222
467ab9f2-d431-49ef-806e-c3402d56f7e9,2436,125
cb2335e7-91b2-44c2-90a0-05b40cf8745e,2765,63
92de023e-6f08-4133-8063-c0740c855e3d,3450307,18064
373cc355-ebd7-45a8-91a3-6ffeb5cbe222,24662,370
c3bd174e-be65-4be3-be44-2e03aea9982c,686,164
b69da71f-9afb-41dc-84d2-5c4cac399930,2689,190
46a7b248-112e-4e62-bc32-aeea5029f53b,212065,6991
309e5336-56cc-40a6-b783-cf2d907ebe03,984,58
12055834-65df-4047-8279-fd8ffe7fb865,159282,3805
e3e90633-b6f1-4376-b15b-2492c94b4cf7,893335,15675
1c80f885-e832-4b84-864b-5deeda6a1248,2762674,19734
dcf784c5-b238-4aa1-8722-dcf1ba20197f,14771,612
5267cb1d-e73d-4b78-8ab1-b62b1b9a55f7,2022,239
b397349e-1b0f-4e61-89ac-caeca5dea676,397241,3316
0afb8036-c73d-4051-9ccb-9dd7dcf76c2d,16523,567
a9bb7560-2185-4dea-a3fa-4792f93f7c75,35,15
8d08cabf-03a3-4f38-a815-8197a0984f19,1678571,84635
c42caf47-70e0-4c82-a262-3c9aa8e2b475,923199,11303
98ad20c3-f758-46b4-8244-3a1483db40e9,466747,9382
167ca75f-aafc-47bb-8025-3e011732c6c2,177,21
c1a669b9-30f4-4171-a2a9-a15d9461ca04,1286559,18816
1bc804bd-b021-48f3-84ed-6de609549baf,180,20
0d87f901-14f5-41cc-9971-570550ebd00d,227,15
b3b9eb0c-d0b4-4570-b816-4e05e308b444,1274582,23325
f1c91fb6-4781-40c1-96c0-1c55b30f5276,2229,70
49712eec-e5a5-4c0f-b4f8-647637d2d6d0,2675,100
e9e85a54-074c-4d29-a886-bcaaa9d44f9f,1267424,40084
dac6260a-72f3-47d4-a0db-4358fe959b43,7899,191
5282b415-55c2-4434-ba7c-f6d237142a29,18492,1069
d7fa6e48-1122-448c-9a7b-7eff317050c1,4015,323
1ee72716-f2a1-4c12-89c1-d611511db7d1,56530,1143
d0c6c2fa-8a83-423d-b8ed-0e160d7c95bf,325618,3680
4a95ceff-7445-42f1-b34f-01d680777d85,256628,7801
1f5df869-b3a9-4019-b3d6-7a747a5cd0a8,131517,3981
fdcf2c5d-89b8-43b3-8623-160a60875937,18551,342
ef53fea4-4e4e-4606-b335-3d1ffc66daa1,6999,1094
df2c2780-1ec2-4388-9d89-c7daf8013f2f,239563,4207
69d2e26b-2d32-48dd-aa15-6252aaf8f74a,1704302,11682
6f55e7e2-df3e-497e-84e6-0fb03ea824ff,358869,9102
6d909745-42ba-48a1-944b-295901cf8689,671,59
971a3753-56d4-4665-928e-539f03910ecd,80584,4132
e3954b21-0d05-45ea-a057-e8cc4c9b1ab5,903266,13848
a774549d-0bc6-470f-a055-c4b12dfd0085,966463,17126
84ac395b-482b-48cb-b381-b9bc420b2dd3,862203,16591
05528c1e-668e-497c-b7e3-b47961b37d8e,559623,9857
06c4b7d1-4e01-4f23-91b0-1dd3b1d5cb79,1038,94
53a9b393-bc3e-4e86-8333-bdb2e68a576d,24515,676
8bf54972-a160-4782-8ced-e2d3940b688c,25336,424
c7a9cb67-94ac-4e32-885f-2f02af2a2ed8,832,38
92333d76-cbfd-46eb-8565-83342959555b,601,55
916f0593-5162-4c10-aecd-8b1449641d5a,76180,2461
ce1509b1-fc1a-4b0a-aeb3-36cbf9cc11fb,110076,4427
d4b0112d-f8aa-4880-a6c3-ab0ea94943a9,19656,2104
76858c01-acf4-4630-84f3-1b5208c390db,391741,6221
8ce64b67-8535-45cf-9caf-87734a09b3fd,191236,6500
f168e033-2d59-401a-a9b1-2d704b24c17d,1379769,18780
97ddbe3a-3cec-488e-a6ad-8b497fd06356,23805,556
96293bb9-10f6-48db-bf2b-dec177b6d10f,273153,5049
fd4c2460-5641-43d4-bf55-109e60b4ea50,25173,2087
3f962bf0-42a0-45a0-830f-07b66301d35f,796160,23732
2759ea9d-07c9-4901-b764-5215a7c813d1,506180,13287
23fcfa8e-165f-44e0-bfdb-009c7b17c77a,1411,39
04547553-efb6-4be3-8190-37a76a1a4e35,30972,3615
81ae3a8c-269d-41b2-9c4f-51a211787a9a,416510,8736
fe630c4c-868a-40a9-af06-c814b49e68ea,175130,4558
f544b133-af03-4fec-b625-5dd7413da599,24330,1041
8ebb44db-ee10-41f0-a70b-574eadf187fa,2096,91
2a211765-83ba-4f50-8fef-b843d0de7339,5265,147
20df7feb-5b94-4b51-be35-7da7da440e9b,121358,3008
d2cc3796-0e99-4b17-91ed-7db14c735270,71340,657
336a4d1d-0823-4fc5-a4de-bf601114b118,24543,728
d012738e-b6cf-4ab5-a10f-dd7832a619f3,181003,2499
7a9694cb-f4c2-40c5-b3c2-57fd529a9547,15142,495
8413b4ec-70ba-436e-b2a2-5d3ad79d04a0,88209,2194
9d96f584-c3c9-4b89-a101-7c021663eabb,10448,245
647e5b66-e3a6-4836-9e9f-4606e119b60f,338940,3183
91682b26-bcde-409f-8b4e-44f09107e71a,2188,155
f539e05a-c9dc-4a9f-86c0-2e04da394b4d,198242,2811
1ee7e9f7-dfe2-40fd-a5c6-dc5f87c21cb4,13739,1627
978531ce-8deb-4b27-9ada-991fa6f24065,1131316,11742
40a76049-36ce-42da-b49c-5d699e565e2d,2180,113
cd438e27-e6d1-4242-9ce6-cff8cf26a753,3,3
3edec191-e087-4ee9-aae9-2e0b1bed05ef,1100,51
f4814fe3-0590-404d-a75c-4d18b7391920,202857,4447
e81cc8d3-b74d-4023-bfcb-c9678c93ea3c,6283,188
69d485d1-de5d-4284-b089-74b91336b256,2100,206
31dac57c-19f5-4f0d-9070-f7eb3df21f9c,79034,4121
58e286c1-5e8f-436d-9045-abdcc262bf75,4986,598
7ed51be2-e589-467b-9b67-ac4811447f44,1096,39
dca160b9-e43d-4e02-9856-bbab640ac76c,2192,67
458a8a1d-b29f-4509-af75-c94bd2fe7e18,1560,357
e47b4614-d421-4ade-a79f-64bf03faa23c,278508,7954
ee720328-0c0e-475f-990d-06341a851d39,385731,13085
721e35d1-deaf-4c6c-bdf1-c12751fff1f9,864,11
465a30ad-9523-4949-93fb-78df96e0bd0d,84402,2746
4551f5c4-ec6d-440d-bee6-83d978103a94,7616,538
96f7e3a0-75ff-42e0-abca-47235f62daf9,3343,189
43f91959-8632-45f4-962c-8f422339966e,408597,6172
d15c2fd9-8410-457b-ac55-676d7c76e604,1005,115
d0444c91-d206-4a52-9090-8edb6d05e1d5,7182,177
eeba0c99-f409-42fa-8cf0-f3fb9118d050,31067,490
ecb78b3d-4ad0-47ab-9641-e6e3b399dc65,22,7
e9791fa7-7e5a-4265-86fd-7ba5fca33e0b,7156,1309
4a4ee089-93b1-4470-af9a-6ff575d32704,26986531,302483
aaf09f31-bb5c-43e5-9f54-bb6554c33a71,4148950,113170
60dd8303-5ee8-4c99-a19c-009e07c17aeb,823292,56715
f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511,3812153,109551
5d7c4cfc-29e7-4c83-8893-ae02679fc9f4,1659265,73003
16b97aaa-d7c0-469f-8c97-47c705b2d02f,359869,22511
70a22c38-49d7-4284-ae16-86e3bfc814f5,24292,2481
ec22a32b-acab-432e-a88c-ffe6ae68fa16,2681228,85412
5483e1c0-14ca-4ec4-9b03-c4e987420e4e,448499,31285
3c3d3ad8-3935-4c00-affb-768563916f36,1206455,63508
71348eeb-0c15-4718-b0ca-5775f78ad5f8,563857,43779
48f24031-f0fa-48fe-b057-1fed2db77e66,541747,33611
53a53473-a6e6-421e-875d-45eee18827f2,162836,19397
1090bd1c-9b21-4709-a7ea-462c14bc4db8,771,116
cbaafb20-eb74-421a-85f1-2bb6341aad23,1060185,66342
95ab9998-49fd-4645-bbff-f0eeb0e587c5,18351,4514
40fe57d1-39fb-445e-a331-605cb9a80654,11282,2897
1ff10dff-7ac7-4e53-bc02-d5c3cbd8448b,1554298,79639
b0a7716f-9e14-4114-825a-1cadadfd7817,103760,9441
067283d9-22cb-4c5e-9054-b8872eccbee3,13307,2140
761fa9cf-4eb3-48a7-9b79-c549078bcdc1,89971,3141
2393ebdb-c80f-4439-8ddb-9e2f96caaabc,324362,33758
84800c46-2211-43e0-8a87-bdcbecf91932,588937,30203
51af3ae9-3f39-4b2c-bec3-ded427708590,441602,32856
e3b11767-c2e7-406e-947f-1303fce00db5,102054,6666
870aaacf-ef15-4633-856b-212a1054377e,307085,21073
5dd0da33-5161-4378-8fca-aecf5840097e,1455037,67263
138dd95b-9311-416e-bcdd-a80067289de6,50370,6518
8d338794-2f99-4d4e-b3f3-7fa953b61115,2992,872
2eeba1d4-f67d-45be-a22e-ab73e925aa43,222504,24436
ba07d1f0-9839-43f5-b88e-f4b93b6b05f1,149492,13376
b8850684-50c3-452d-9a2c-9715bd98b59f,5200,596
4f78bfaa-75a1-4e7f-bf30-0a856afd1cb8,16829,1702
b6d26780-d862-4b7b-9d78-a186c963ea6b,44740,7558
aefe89d2-84b0-4c13-bfbb-04ed9614ca7c,480704,40096
27bdf4e1-6d70-4ebb-86d0-99a76f150714,7738,1462
367585c8-b761-43a7-85af-3db5604d1f3d,87207,6622
fb9cc9b8-c81e-452d-a863-a519d6c0f158,28044,4182
9f2524e1-cda1-4304-941e-ebb448d32a16,1754859,47467
5c80d2b6-df2e-49b3-87b1-a1cfb121fee4,8662,1630
250b7089-69e4-43b2-bae3-a83d9f6d71bb,424198,35412
bd8f19ba-c3e9-410c-9253-e4d997a0c310,107036,14685
d14416ef-2283-49ef-9118-d690613d0bc9,135036,11403
afd5199f-6688-4f68-8bed-deb7179dd732,168533,17766
b67647b3-41a4-4a7e-bd58-612160f4d533,50586,6112
b7ba42de-12d3-4767-b7c3-aff86e60830d,270382,26050
a1d77dd4-8728-4a47-bdfa-9663d791139c,3071239,75809
7f79268b-652e-4ce3-88f9-e33a9c6da062,94949,12321
6955cddd-62d3-4acf-bce2-b94eca8a8d06,74168,8743
dbf7567c-4582-4d84-b7aa-c6a881d2430d,229,28
8d7fd96c-381e-47a6-806f-aefe49e68356,7648,2190
ad3f14d8-a34c-4fcd-aeb0-f304465b3b30,41078,6513
2c7c8ec1-b18e-40a2-8ce9-53c3fc4f70fd,115214,8613
b8cf33e5-9bb7-4beb-b35c-826acecdbdf7,64695,11736
c9faadad-85be-4ae3-808e-8e8d4f2ac900,41780,6578
c053ff71-f5ff-48ec-a78c-d9424b8e55ef,12330,652
9d2f7bb3-0f1b-40be-a867-625c27047b78,1561,388
2584c1c4-ae9e-457d-b7e0-4ec45a1304c8,18689,1397
bbe2ec7b-5e8f-4f10-bfdc-510c1e90eedd,50895,5233
5daa61e9-3863-493d-8841-7110dbcfb142,63,18
96962ef6-326e-4c0e-8e9c-2944a00bd41b,47974,5323
dec629c1-c5b8-4fa1-9bb2-eaf979550f41,581033,38582
f6785e67-fda7-4dfd-b21b-4657094a1d0c,38634,8794
fe13420e-9b16-43fb-818e-99aa51cb61fd,15161,2635
bdb9b4b2-667f-4019-b6b6-48c3f2f21268,9877,1840
cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,27972885,320434
f23f6dd0-bfb0-43d5-bf06-eae4315db502,1569166,67222
a80f56d4-2030-4422-a365-2ed209ecfb58,88133,6146
dfe9a7c4-8cf2-47f4-9dcb-d233c2b86ec3,21646406,281214
b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,143570475,418279
f053ae01-dae6-4aae-9883-e8c279fdbef4,3068862,133595
97529a9e-4b5a-4a9c-9c08-c42401d1c268,290199,9864
24ea074c-59cc-41c5-a5de-f68c2952965f,4795649,124943
b071f9fa-14b0-4217-8e97-eb41da73f598,38272796,375425
8d552dfc-648f-401f-90de-e925013ca537,5440866,116449
6ed40778-8d03-4a5c-ad35-93cf814627c9,2361996,87048
1b8a634e-9fa2-4ddb-bdcf-50bc7e4b167c,55139,4396
e0ab79fd-05d4-4e03-a9d4-389f3d309713,39139,7677
11f570ff-44d9-4e9c-8812-e6d56103c5c1,1090382,55429
57c6f649-6cde-48a7-8114-2a200247601a,1797668,133573
a9100753-f539-43cf-bcc9-579566fb512e,2336877,86882
bc85c6f6-6b06-44c1-8754-ef32c1e6b824,3513345,121480
2c4dae8c-e591-49e0-9c5a-62b310a15788,5680766,161257
b896aa8c-2761-40ce-b485-0e1fffd26167,2797205,162900
1ecc1f71-2512-442a-a85e-3c79d9ddc5cc,175784,23962
5221de81-b3cb-48d6-8e60-7c04b5daf02a,1961405,81348
89e39f67-65cc-4f90-b145-b1b56c209f8a,1887325,78736
534dda3c-b73f-408b-8889-bd68eae84df6,3915126,89059
ef58d4c9-0d40-42ba-bfab-9186c1483edd,6012058,100482
680466d6-f05b-44f6-858d-625d1b5087f6,603403,30486
d55fe7ec-3c7f-44e7-b9cc-b025c4351f70,631773,66357
dbbc47a5-1338-4830-9298-a8d0b11c0a46,4145533,108482
4e60a56a-514a-4a19-a3cc-49927c96b3cb,20789,3553
4a180f59-6f6e-4fb5-92eb-473d075f7032,928775,37467
b1ea49d6-e25b-4675-9104-8329442c3e9e,1066239,18534
67930b3e-e00b-469f-8c74-fd69f20522ec,6254594,136470
b753584a-3664-46f8-bb84-f6deed133c80,1432150,59590
b7878ad0-2f39-4041-a46a-a4d12fb21070,25274,1113
0aad8921-dfaf-42b0-bb1a-1a2d6cf97b9b,58988,2218
f5d276c8-8407-45c0-8b1c-4e43c6694fa9,64737,4269
58e31d0c-75b1-4632-92b8-d14c13dfe32b,31820,2477
6ef3b33e-848c-4773-867b-5fb1397ef408,134701,14965
99ea432a-e3d8-42cb-9d5e-db316a6a8458,12358114,183975
0529a9e0-befb-4d9f-b6f9-1ccd7c83053e,2883584,73554
388f9713-09a0-4ef7-acea-1e22e4431424,55350,3690
17b53d9f-5c63-4a09-a593-dde4608e0db9,13172539,255718
750e9439-2e5d-4afd-92cc-d23183cd7606,2449883,90642
73ed4066-c55b-496c-bb1a-1238937a2361,40018,2851
9e082466-2390-40d1-891e-4803531f43fd,132264,9162
f03fe6bb-0fe6-42cf-843c-ef00d8759c8e,20873,2330
9350241a-d698-4489-92bf-41794f383ff3,280016,34027
14ed9dea-1bb0-4743-ba32-39674a71da89,1022409,56279
ed275a18-d2e8-4abe-b8f2-0c6da9ad676f,46844,3575
49c4816a-dcbe-4dfa-866a-563a51b76f48,132323,5250
96ff366c-97ea-4d11-b42a-235307506ed9,17242,522
230ca093-1d00-4c57-9235-147942f66930,3405584,120887
cd9713d6-6e5f-4143-9412-4d12b7bd47f2,7169441,126545
8974da95-e631-45aa-8fd7-aa0c2795f997,2714228,57201
f02cf5ec-81b7-4558-9946-354ebac1a525,20161,1893
ee910c7a-56df-4df3-bef8-aa94a3adef8b,57707,4282
2d4bc261-0c96-4599-8c9f-81d5dc0760c7,958457,76037
e596591b-3031-4d50-ae40-020d0e7ebcef,921096,36317
f01f4e0c-20c7-44fb-b549-d353c94bef55,42007,3121
49ae5227-605a-47a8-9b8e-cd89bf01a97c,16303,2419
24285231-f192-42f1-baea-0f467dd1d8aa,196894,16818
75ce6a10-e448-4a8f-802a-e19bd4a71bc5,8568,388
fe5fb618-2f8b-4158-92b6-464f31672bca,345262,34570
b2df0ec1-3b19-4085-a028-9554f8a2e109,3045,772
83b86967-6b1a-4ca8-9cf0-c7cfe047ef3f,6245654,124731
f50647d8-bf58-4d59-bebf-45407e6c7a13,250091,18587
0627192d-4fed-4f4b-bad8-383bb42fa8fa,975157,30459
52bb713d-b0c9-4bf6-9f58-392388d5cc11,2415251,43980
d700b3f5-45af-4d02-95ed-57d301bda93e,19658518,206133
2650f0e7-3879-4b2c-8908-d025113cbece,54708,3828
72d7d717-0837-4f2a-9641-d0f9fdd3acf7,2675022,113645
5992eb3a-044c-4739-a385-8bc0e8f7055d,150787,8342
31aa8446-3dbf-4d22-9504-0f1bd58bf785,1686483,57844
550508e3-efae-47de-83cc-e50cc471d7e4,682929,21242
89702d20-799b-4859-b451-938e7da1c84e,1594,380
d55185f3-494f-4dc1-8418-97b7272bd812,68675,7903
8f632c44-c97f-4b12-b1cd-caf2c6e2ed06,540690,38937
adeca5c4-7a34-4170-935e-90293296e0c0,38521,3119
a91ef376-70f4-4a1c-84cc-0ba96c4dae15,17324,1429
0554256d-9f58-48f7-8e17-a3768eb1437d,100832,11668
28dc7c32-8c77-43c8-8156-5c92bba8ae87,66864,13997
cd295735-b68a-4b5d-aa10-de0dea37ca89,37354,2806
878cd6bf-a164-4a02-bd20-52a8b2938545,27932,2511
178fdfdf-e02e-4608-9b51-e53471e28a58,443063,51598
116a2e47-f598-4869-8a4d-c7ba56c640ec,3709,588
d96b227e-87fb-4391-ac1a-8a2657ead68b,400511,14266
f6456e91-696c-4e2c-aeeb-def50b6132ef,663,98
938fc54d-7d1d-47b8-986b-71121a245aaa,7333,911
38fd7691-0543-409c-997f-7f15c10394a4,164434,5646
8f7bf43e-2a13-431a-a274-19e28965fe07,1585554,69720
8bf5abde-89d0-4676-98ef-7e1a4eecd03d,130675,13810
2c07a0d6-b71f-4530-8059-065137ee2a10,141950,15946
233b1b1d-5ed6-449e-99c5-e947f952e8dd,155724,5006
7e1970c6-4238-4c12-a77b-728ce89c9e02,30893,2740
cb0bc7c6-41df-48de-95fb-9b53587a6970,20952,2688
cd153bb1-c5b1-4c08-a00a-d7f5959decd6,9153,848
29a2e85c-1b08-4fe9-91a5-662d6e70dfe7,1169845,40607
4889bd79-347c-448d-92e7-54620fab9dfe,265939,32605
006f0783-c5a0-458b-a9da-f8551f7ebe77,1512203,63667
8ec33fe2-4775-474c-a4a8-65dbbb98f87c,182542,21293
e6fbff56-aee6-4f80-8f6f-d8c345694074,672253,56885
c7cf4584-bfb1-4cf5-be41-aef384310bbb,828113,52632
44e1a837-cc5e-433f-874d-913296b57120,697182,18973
16963107-9288-43a2-946c-81de2f5eddfa,202740,22660
45433c63-c874-47e9-a761-c20963d47fa7,377055,31067
1fdee335-d0e1-43c4-89d0-6b1f260fe21b,94754,14957
cf1573d6-b9e3-4e93-ae74-7c18886acf06,133661,16496
4a5c8526-f8ec-43f1-97af-49722ad88394,1263257,58281
4aec87a5-f33e-4bd6-89f2-0c96188c8372,857406,95025
7f783b40-1685-4603-b2ce-16c52ba82d8e,358091,10856
a30e3a7b-cd14-4e63-ba22-04d02ee6fe26,461032,18055
7a98818a-28d2-4856-a183-1df6f0984c21,8043,607
e757253a-85cc-4892-a2e4-c88c3948b670,39981,7044
e6523192-ca22-40ab-a82c-995b82594031,4006,544
e212efdf-98b2-4dce-92ed-62cfc1e29854,3355499,104009
7388355d-ddd7-4341-bee7-efa398c650e6,374,159
511c4699-2c7c-4c59-a38c-325f5874d563,731599,11264
870bd642-f7e2-4712-a89f-7b1950a693ac,924573,51938
9ed99a76-6c01-455e-9e3d-a233e48ece45,29282,4002
065bb562-2a31-49ea-bacd-43bec8d94b2c,1147,149
cf4e6105-7184-4d36-ac48-a0f07f1b49df,11060,1157
fb424cbe-e145-4d0f-a365-1872f6b4cd51,11196,1191
ec4b6d29-527c-4cc0-89bb-8a4775f350d0,209814,22680
c0252a1b-0133-46bb-8c4f-cade46349ec3,3687198,41521
c98f7e60-f8a4-4afd-b3ad-1d632ebd3b77,2356,222
f695104c-93e8-48ff-ae26-5919839dbda3,261567,10992
bd74fb1e-9cc5-46d2-ac64-d44c358db201,332924,16709
f58561ff-1c86-4a65-870a-80cf5439e199,954136,17935
96fd736f-dfab-4d95-89ef-9214aa902775,10219,154
1c89bbcc-a253-452a-9181-546eb536e06f,2638346,82326
c6985804-1f68-436f-b46b-e3e72529568f,55162,8059
e821a756-487f-4931-a02f-27cf11cec7bf,1055725,52332
6dff0382-de9d-4695-b221-5eac7b3c5ef5,276229,7189
65414866-f572-4636-a19e-45a47739f334,221415,14533
19e5ae58-e9aa-4fe1-8a3e-0edb2136cfb8,13871,3520
7e54bb8a-d5c6-4dab-9bb8-a40b418e3532,204226,9927
7756e3dc-f44c-4678-a7bc-d1b31204a963,1878230,45657
ecfeacaf-0399-470f-8207-d1c646569fd0,704081,27464
ea6185ea-0138-4b8c-a81a-e8fb90d7c680,311055,7765
845efbcd-e18b-4f32-a9df-a2cbadcbea27,3935,184
d84d02ad-d74c-4227-8073-6f13a039cfac,118258,2206
eaaa4d91-a43c-4ab2-82bb-4d740daff201,9440,208
2329454d-02f7-4656-9615-4a0235f8b0cf,10212,373
a3f4d002-8c93-46f8-bac4-eaff1ee50760,48,8
81cb01ae-c6f1-4ace-9294-86076b73ec12,726,114
d5ec725b-cf36-4481-8b75-ab7acc69903f,4461,100
066d5379-eb60-4f46-be4d-ebd40495baea,107861,1518
be28eefe-4995-400b-94d0-4f4edbf8d092,64106,1349
4db18f01-cc88-4ae7-9e4e-9717e4bc3f25,462,100
0ad449a6-207d-4431-b422-bbba825805bb,919,49
9f6a2c03-0cbb-42e4-9722-b885939607cc,139966,1256
f71f008c-5587-410b-a9d0-6ac2d8b448b0,1048,97
7edc2d68-72ff-402a-b7c6-bd177f1eb50d,47069,650
4ca94925-d3f1-4126-92da-c069c9f309b4,308639,1766
3089d713-c323-4e66-ab02-b5b911929564,3432,108
9fdeac0e-d156-4940-9787-d2e51fe91d4d,43,17
f2069b88-c0c1-46e0-8ed4-3e7677f077a4,200571,1399
75c707fe-196d-4121-89a5-91e706aec3d7,691,46
e5dfab74-69ab-4424-8107-bf0a56034fc9,83,9
3e39ef34-c929-405d-8ac0-e62cef0b9329,7191,325
4eb19ca8-aba6-4318-8324-4fef3b8fe2d6,18794,700
fc817311-4f42-4985-bc42-78b671d1dc18,4630,165
df18a547-2436-46cb-9fca-8817e34bdd7a,552,72
53b48876-adc6-458b-b674-64e7df3a3cec,363,63
59f9191f-0e40-49aa-a5ba-c9b7467af8e0,348,100
fc579f36-26fc-4478-b1c0-b3d1ce0e2457,992,182
15a57df5-a97f-4197-ba4e-16eee9ab35c3,945,56
1fd500ae-c084-43a0-8935-71fbb29ecb94,781,87
fdd94e9e-cbab-4c0b-8622-c8cc39be79ea,83,21
6c953d78-d4a6-47c3-bc3d-6d34c3e04070,696,59
5d551e4c-a22d-49f8-9461-627e80c3d61a,40,10
c0711cd8-3634-436b-9a0b-adcc105428ab,235,60
c67a3712-4b96-4dd0-96d7-4ceda852723a,670,53
2c25a1a4-1685-434b-b9b4-1f3f4ae0b57c,876,135
adcf15b8-9979-4180-be21-55d499c16c70,206,20
59b33fd1-389a-44e0-8990-fa7e983acfe0,589,59
3ba77abb-5eaf-4c85-85db-ab9846fd8d62,989,158
be431331-e58c-4019-89c0-5aa10954bd82,196,32
19361f18-15c7-4ac4-9d12-4c81fe261a17,3203,109
822ff0e2-606b-4d3e-b313-4866a733490b,4,2
4a90c893-76da-4dc5-a0fe-696b7ab01e23,968,49
a0ea392e-9d30-457c-a452-9fd1d5365587,1680,252
3719bf9d-1551-4bd9-8f01-e811b0399682,41,16
f437ef74-a728-478f-ac7d-3ac5b4bb738d,747,52
f5cbdc58-8664-4c42-85d1-fdf672346236,37038,820
9b866aef-b8f7-4475-bcd9-c8d4e044ad56,11190,312
579f79e3-ffc8-4d46-ba83-ab9002a3fabd,282,22
bd4c6546-6811-4f45-b971-8ee9f0598302,1051,117
fd2d202a-fec9-49f5-a697-eb92c5ce3b6c,2121,85
5598f044-9f11-4d86-804f-91014b9d985a,218,20
adbfe0ae-4469-404d-843d-ab1d4b964218,832,138
1b7c36dd-1e37-4a4c-bacc-241967633bf3,1458,61
280697d2-164d-4477-971d-06b91e57c6a5,122155,2077
0892953c-67d9-4be6-aaaf-1ab80737df9f,51,5
ccd46fa9-afab-47be-9440-acffeb970c05,73876,665
b7ac450c-49b9-4a19-b601-f6325b636717,81,23
0be0b16e-8f1a-4b07-afa1-29d69770ce5a,85,26
f1ab14f2-7a09-4e23-a1bd-f09e692668ee,204,47
c23d00a0-6836-4eb7-a944-fdaa9f1c884d,318,24
201bc592-b32a-408b-a6e0-3550c22dd9fa,1919,188
a3d9d2a0-d4b3-402a-88b6-c39501b0ec9c,779,119
07065c90-1519-4bd9-8259-9872f3c9a776,131023,23713
93938558-9a84-4a7f-a15c-6f145100ff5c,52304,13328
1e47567e-5192-43b9-af98-75e4998f9e52,114465,18096
b7a98e65-7ce4-4fab-8cf3-6b3ccda6115a,88055,15591
348443bb-74fe-4459-8c19-3b72ad033d6c,38112,9386
723644fe-d2b7-4b9c-a8e8-9ed7d5cdb476,119679,15424
48e352e5-bedb-437d-b6ce-376711bc2f4c,28578,2693
c0b3d632-282e-4323-a242-104f60bb8645,26066,5326
807f320d-bacc-432f-a383-2101ba78e6b7,22862,4478
500df185-4a22-40a5-baf6-bdcabab5ed22,35847,7567
